"id","operation_id","article_id","amount","time","week_number","type"
46966,58025,49,"-1.00","2023-03-16 18:04:06.470012","11",0
46969,58031,49,"-2.00","2023-03-16 18:27:24.955528","11",0
46973,58036,92,"-1.00","2023-03-16 20:34:13.856567","11",0
46998,58072,76,"-1.00","2023-03-18 17:42:00.076077","11",1
46999,58074,49,"-1.00","2023-03-18 18:06:41.724228","11",0
47411,58512,49,"-1.00","2023-03-20 20:31:53.584955","12",0
47454,58561,49,"-1.00","2023-03-21 15:26:57.771013","12",0
47484,58596,76,"-1.00","2023-03-22 10:19:45.572772","12",0
47863,58993,49,"-1.00","2023-03-22 19:08:07.395994","12",0
47912,59063,49,"-1.00","2023-03-22 19:42:11.527958","12",0
47949,59119,47,"-1.00","2023-03-22 20:36:36.639611","12",0
48009,59173,49,"-1.00","2023-03-23 16:01:46.805687","12",0
48060,59223,76,"-1.00","2023-03-24 18:07:59.595269","12",1
48064,59230,49,"-1.00","2023-03-24 21:14:23.127052","12",1
48072,59237,47,"-1.00","2023-03-25 11:27:01.706105","12",1
48074,59240,49,"-1.00","2023-03-25 11:31:53.186218","12",0
48094,59262,49,"-1.00","2023-03-25 15:28:56.302371","12",0
48157,59345,76,"-1.00","2023-03-27 16:29:47.91286","13",0
48179,59368,49,"-1.00","2023-03-27 17:56:12.716044","13",0
48181,59369,49,"-1.00","2023-03-27 17:56:41.393895","13",0
48182,59371,92,"-1.00","2023-03-27 17:57:25.231878","13",0
48185,59374,92,"-1.00","2023-03-27 18:47:43.054413","13",0
48186,59375,49,"-1.00","2023-03-27 18:53:33.351569","13",0
48190,59379,49,"-1.00","2023-03-27 19:27:02.232008","13",1
48218,59420,49,"-1.00","2023-03-28 13:46:56.308017","13",0
48221,59423,92,"-1.00","2023-03-28 13:54:36.435254","13",0
48284,59520,76,"-1.00","2023-03-28 19:59:23.104989","13",0
48320,59569,92,"-1.00","2023-03-29 14:00:47.043989","13",0
48574,59836,49,"-1.00","2023-03-29 16:57:35.403318","13",0
48746,60020,49,"-1.00","2023-03-29 18:49:12.014906","13",0
48769,60048,47,"-1.00","2023-03-29 19:11:45.857748","13",0
48770,60048,49,"-1.00","2023-03-29 19:11:45.857748","13",0
48793,60081,92,"-1.00","2023-03-29 19:42:58.923574","13",0
48887,60188,49,"-1.00","2023-03-31 18:43:57.099433","13",0
48968,60280,49,"-1.00","2023-04-03 14:02:49.368633","14",0
49199,60542,92,"-1.00","2023-04-03 17:23:19.580834","14",0
49237,60576,49,"-2.00","2023-04-03 17:45:52.262436","14",0
49377,60744,47,"-1.00","2023-04-04 13:14:23.126166","14",0
49378,60746,76,"-1.00","2023-04-04 13:16:06.253811","14",0
49379,60746,49,"-1.00","2023-04-04 13:16:06.253811","14",0
49383,60752,76,"-1.00","2023-04-04 15:04:53.945566","14",0
49471,60823,49,"-1.00","2023-04-05 16:48:50.476759","14",0
49504,60855,76,"-1.00","2023-04-05 17:43:12.079176","14",0
49533,60893,49,"-1.00","2023-04-06 12:12:49.387391","14",0
49558,60910,92,"-1.00","2023-04-06 15:49:18.337541","14",0
49560,60914,47,"-1.00","2023-04-06 16:12:48.102367","14",0
49565,60921,49,"-1.00","2023-04-06 16:40:38.389599","14",0
49566,60923,49,"-1.00","2023-04-06 16:40:56.268312","14",0
49604,60983,49,"-1.00","2023-04-10 18:58:35.565982","15",0
49676,61058,47,"-1.00","2023-04-11 18:12:29.826309","15",0
49791,61157,49,"-1.00","2023-04-12 15:25:00.004404","15",0
49797,61165,49,"-1.00","2023-04-12 15:45:26.478872","15",0
49840,61201,49,"-1.00","2023-04-12 16:33:36.163193","15",0
49844,61205,92,"-1.00","2023-04-12 16:35:17.32197","15",0
49878,61253,49,"-1.00","2023-04-12 17:26:43.22189","15",0
49885,61266,92,"-1.00","2023-04-12 17:32:38.074726","15",0
49886,61266,49,"-1.00","2023-04-12 17:32:38.074726","15",0
49910,61303,47,"-1.00","2023-04-12 18:12:51.581992","15",0
49912,61305,47,"-1.00","2023-04-12 18:14:20.850944","15",0
49919,61311,47,"-1.00","2023-04-12 18:17:16.513949","15",0
49920,61311,92,"-2.00","2023-04-12 18:17:16.513949","15",0
49934,61334,92,"-1.00","2023-04-12 18:35:48.009407","15",0
49941,61344,47,"-1.00","2023-04-12 18:39:51.765352","15",0
49943,61348,92,"-1.00","2023-04-12 18:42:34.485977","15",0
49946,61354,49,"-1.00","2023-04-12 18:54:12.91876","15",0
49957,61370,49,"-1.00","2023-04-12 19:04:30.0939","15",0
49966,61387,92,"-1.00","2023-04-12 19:16:16.272231","15",0
49972,61397,49,"-1.00","2023-04-12 19:27:57.608715","15",0
50020,61459,92,"-1.00","2023-04-13 20:10:42.803915","15",0
50027,61469,49,"-1.00","2023-04-14 12:35:23.86123","15",0
50033,61475,49,"-1.00","2023-04-14 14:08:35.471651","15",0
50063,61506,49,"-1.00","2023-04-15 15:11:55.902807","15",0
50111,61537,49,"-1.00","2023-04-16 12:07:52.311117","15",0
50125,61562,47,"-1.00","2023-04-16 18:56:10.632909","15",0
50215,61686,47,"-1.00","2023-04-17 16:13:32.704088","16",0
50226,61700,76,"-1.00","2023-04-17 16:31:04.472147","16",0
50227,61700,92,"-1.00","2023-04-17 16:31:04.472147","16",0
50242,61718,92,"-1.00","2023-04-17 16:54:07.136705","16",0
50274,61762,76,"-1.00","2023-04-17 18:01:28.029602","16",0
50295,61794,47,"-1.00","2023-04-17 18:39:03.64369","16",0
50298,61800,49,"-1.00","2023-04-17 18:47:14.784392","16",0
50305,61808,49,"-1.00","2023-04-17 18:49:00.861883","16",0
50319,61831,49,"-1.00","2023-04-17 19:08:29.785005","16",0
50345,61867,76,"-1.00","2023-04-18 13:13:33.229166","16",0
50362,61891,49,"-1.00","2023-04-18 14:57:08.61083","16",0
50531,62073,49,"-1.00","2023-04-19 14:29:00.727842","16",0
50586,62144,49,"-1.00","2023-04-19 15:35:32.719966","16",0
50591,62152,92,"-1.00","2023-04-19 15:48:46.424711","16",0
50690,62289,76,"-1.00","2023-04-19 17:35:13.855832","16",0
50712,62327,49,"-1.00","2023-04-19 18:01:37.881716","16",0
50718,62338,49,"-1.00","2023-04-19 18:07:10.814177","16",0
50739,62374,92,"-1.00","2023-04-19 18:22:14.126638","16",0
50741,62376,76,"-1.00","2023-04-19 18:22:40.599309","16",0
50766,62414,49,"-1.00","2023-04-19 18:42:13.328314","16",0
50773,62425,92,"-1.00","2023-04-19 18:47:02.494506","16",0
50812,62487,76,"-1.00","2023-04-19 19:27:09.744572","16",0
50813,62489,49,"-1.00","2023-04-19 19:29:48.181103","16",0
50814,62490,49,"-1.00","2023-04-19 19:30:12.879531","16",0
50821,62499,76,"-1.00","2023-04-19 19:38:25.355824","16",0
50909,62596,92,"-1.00","2023-04-20 18:30:28.497554","16",0
50912,62599,49,"-1.00","2023-04-20 18:35:10.196771","16",0
50922,62615,49,"-1.00","2023-04-20 19:35:03.032685","16",0
50951,62648,76,"-1.00","2023-04-21 13:32:26.20764","16",0
50969,62667,92,"-1.00","2023-04-21 17:38:55.581755","16",0
50981,62681,92,"-1.00","2023-04-22 17:38:58.782266","16",0
50982,62681,49,"-1.00","2023-04-22 17:38:58.782266","16",0
51059,62788,92,"-2.00","2023-04-24 14:36:03.345954","17",0
51065,62798,92,"-1.00","2023-04-24 15:11:52.33938","17",0
51076,62814,76,"-1.00","2023-04-24 15:51:55.387007","17",0
51080,62821,76,"-1.00","2023-04-24 16:02:01.403683","17",0
51081,62823,76,"-1.00","2023-04-24 16:07:22.25533","17",0
51125,62874,49,"-1.00","2023-04-24 17:22:37.910694","17",0
51175,62930,92,"-1.00","2023-04-24 18:49:47.662548","17",0
51228,63005,92,"-1.00","2023-04-25 14:16:47.621444","17",0
51415,63213,92,"-1.00","2023-04-26 15:31:15.110953","17",0
51441,63244,92,"-1.00","2023-04-26 16:11:32.220957","17",0
51537,63331,92,"-1.00","2023-04-26 17:59:02.763218","17",0
51627,63444,76,"-1.00","2023-04-27 16:09:07.521621","17",1
51688,63499,76,"-1.00","2023-04-28 15:30:50.376314","17",0
51719,63535,92,"-1.00","2023-05-01 15:18:58.839041","18",0
51969,63824,92,"-1.00","2023-05-03 16:08:23.79748","18",0
52025,63884,92,"-1.00","2023-05-03 16:38:29.761577","18",0
52033,63895,92,"-1.00","2023-05-03 16:44:24.6539","18",0
52055,63920,92,"-1.00","2023-05-03 17:04:56.678384","18",0
52128,64003,76,"-1.00","2023-05-03 17:51:53.273551","18",0
52176,64046,92,"-1.00","2023-05-03 18:12:45.057904","18",0
52183,64050,92,"-1.00","2023-05-03 18:14:03.915658","18",0
52195,64066,92,"-1.00","2023-05-03 18:21:14.029558","18",0
52284,64167,92,"-1.00","2023-05-03 19:27:51.240096","18",0
52372,64251,92,"-1.00","2023-05-04 17:13:10.248153","18",0
52378,64257,92,"-1.00","2023-05-04 18:09:05.012134","18",0
52385,64265,76,"-1.00","2023-05-04 21:12:31.962218","18",0
52506,64373,92,"-1.00","2023-05-09 15:03:29.868142","19",0
52519,64388,92,"-1.00","2023-05-09 19:34:23.689359","19",0
52572,64458,92,"-1.00","2023-05-10 15:53:42.564751","19",0
52673,64577,92,"-1.00","2023-05-11 17:38:41.596841","19",0
52729,64660,76,"-1.00","2023-05-12 19:05:06.385665","19",0
52735,64670,76,"-1.00","2023-05-14 18:21:00.978255","19",0
52738,64673,76,"-1.00","2023-05-14 19:45:33.29195","19",0
52790,64749,76,"-1.00","2023-05-15 17:59:00.686316","20",0
52866,64853,92,"-1.00","2023-05-17 09:23:50.605428","20",0
52896,64887,49,"-1.00","2023-05-17 13:12:40.273692","20",0
52954,64948,49,"-1.00","2023-05-18 16:22:10.579734","20",0
52974,64960,49,"-1.00","2023-05-18 18:48:44.770012","20",0
52975,64961,49,"-1.00","2023-05-18 19:36:13.203816","20",0
52978,64967,92,"-1.00","2023-05-18 21:37:44.790384","20",0
53004,64996,49,"-1.00","2023-05-19 12:27:20.112919","20",0
53050,65058,49,"-1.00","2023-05-19 14:33:35.654011","20",0
53083,65096,92,"-1.00","2023-05-19 15:09:24.941851","20",0
53274,65315,92,"-1.00","2023-05-19 17:35:58.373201","20",0
53276,65317,92,"-1.00","2023-05-19 17:40:28.271182","20",0
53354,65407,92,"-1.00","2023-05-19 18:36:54.246037","20",0
53356,65409,49,"-1.00","2023-05-19 18:38:15.792195","20",0
53363,65419,49,"-1.00","2023-05-19 18:49:39.277895","20",0
53400,65473,76,"-1.00","2023-05-20 10:18:47.152591","20",0
53401,65473,92,"-1.00","2023-05-20 10:18:47.152591","20",0
53422,65490,92,"-1.00","2023-05-21 13:34:14.489506","20",0
53522,65609,49,"-1.00","2023-05-22 15:14:44.230028","21",0
53545,65637,49,"-1.00","2023-05-23 13:11:06.304125","21",0
53663,65792,49,"-1.00","2023-05-24 12:59:48.38728","21",0
53693,65828,76,"-1.00","2023-05-24 18:10:20.304786","21",0
53714,65857,49,"-1.00","2023-05-25 13:26:42.289384","21",0
53721,65865,49,"-1.00","2023-05-25 15:30:00.967844","21",0
53728,65877,92,"-1.00","2023-05-25 17:53:49.348588","21",0
53729,65878,49,"-1.00","2023-05-25 17:55:02.722823","21",1
53735,65884,49,"-1.00","2023-05-27 17:59:43.660014","21",0
53970,66180,76,"-1.00","2023-06-02 11:54:04.629535","22",0
53975,66187,49,"-1.00","2023-06-02 14:36:47.14171","22",0
53977,66187,76,"-1.00","2023-06-02 14:36:47.14171","22",0
53981,66193,76,"-1.00","2023-06-02 18:30:56.137198","22",1
54034,66256,49,"-1.00","2023-06-05 12:21:53.977067","23",0
54051,66278,76,"-1.00","2023-06-05 16:38:19.795592","23",0
54068,66298,49,"-1.00","2023-06-06 10:46:05.045478","23",0
54268,66594,92,"-1.00","2023-06-07 15:22:00.599922","23",0
54269,66594,49,"-1.00","2023-06-07 15:22:00.599922","23",0
54364,66706,76,"-1.00","2023-06-07 16:54:13.605863","23",0
54386,66745,49,"-1.00","2023-06-07 17:29:26.35107","23",0
54513,66936,49,"-1.00","2023-06-07 19:31:30.924623","23",0
54516,66942,49,"-1.00","2023-06-07 19:38:12.005989","23",0
54520,66948,49,"-1.00","2023-06-08 10:07:48.282144","23",0
54534,66965,49,"-1.00","2023-06-08 12:59:00.55262","23",0
54537,66970,49,"-1.00","2023-06-08 14:51:25.451414","23",0
54574,67021,76,"-1.00","2023-06-12 15:46:34.18269","24",1
54582,67027,76,"-1.00","2023-06-13 16:00:49.522417","24",1
54660,67119,92,"-1.00","2023-06-19 16:32:00.854372","25",0
54665,67126,49,"-1.00","2023-06-19 18:43:10.319659","25",1
54679,67145,76,"-1.00","2023-06-20 09:40:07.087333","25",0
54680,67145,49,"-1.00","2023-06-20 09:40:07.087333","25",0
54697,67168,49,"-1.00","2023-06-21 09:40:56.262065","25",0
54730,67204,49,"-1.00","2023-06-22 17:51:16.882912","25",0
54750,67221,76,"-1.00","2023-06-24 09:47:29.986202","25",0
54842,67357,76,"-1.00","2023-06-26 15:33:22.985364","26",0
54878,67413,92,"-1.00","2023-06-26 16:15:20.598884","26",0
54906,67460,92,"-1.00","2023-06-26 16:42:32.471254","26",0
54909,67462,49,"-1.00","2023-06-26 16:43:41.574001","26",0
54940,67512,92,"-1.00","2023-06-26 17:08:20.861571","26",0
54941,67512,49,"-1.00","2023-06-26 17:08:20.861571","26",0
54945,67518,49,"-1.00","2023-06-26 17:09:40.473937","26",0
54965,67551,49,"-1.00","2023-06-26 17:26:45.836069","26",0
54977,67571,92,"-1.00","2023-06-26 17:38:03.17708","26",0
55018,67630,49,"-1.00","2023-06-26 18:13:58.410532","26",0
55026,67641,76,"-1.00","2023-06-26 18:21:17.233155","26",0
55036,67657,49,"-1.00","2023-06-26 18:28:41.119676","26",0
55087,67728,49,"-2.00","2023-06-26 19:13:07.027661","26",0
55149,67815,49,"-1.00","2023-06-28 18:05:04.589043","26",1
55152,67817,49,"-1.00","2023-06-29 09:23:11.284731","26",0
55162,67833,76,"-1.00","2023-06-29 18:02:30.82718","26",0
55179,67846,92,"-1.00","2023-07-05 07:55:56.593277","27",0
55181,67848,76,"-1.00","2023-07-05 09:33:24.046278","27",1
55196,67867,92,"-1.00","2023-07-11 17:40:44.636456","28",0
55198,67870,92,"-1.00","2023-07-11 17:41:33.431288","28",0
55201,67873,76,"-1.00","2023-07-12 14:54:35.225912","28",0
55214,67885,92,"-1.00","2023-07-18 13:24:59.278246","29",0
55248,67915,76,"-1.00","2023-07-18 15:11:11.391323","29",0
55327,67970,92,"-1.00","2023-07-18 17:23:12.672882","29",0
55392,68026,76,"-1.00","2023-07-24 14:31:01.384415","30",0
55408,68051,76,"-1.00","2023-07-26 13:50:54.549725","30",0
55708,68383,76,"-1.00","2023-09-14 10:28:02.377923","37",1
55746,68414,92,"-1.00","2023-09-14 14:08:33.523322","37",1
55748,68416,49,"-1.00","2023-09-14 14:09:39.022796","37",0
55749,68416,47,"-1.00","2023-09-14 14:09:39.022796","37",0
56002,68675,47,"-1.00","2023-09-14 18:33:45.208502","37",0
56294,68992,49,"-1.00","2023-09-15 12:30:18.405625","37",0
56317,69009,92,"-1.00","2023-09-15 12:42:27.389028","37",0
56441,69161,47,"-1.00","2023-09-15 16:50:48.068011","37",0
56452,69170,47,"-1.00","2023-09-15 17:35:12.634277","37",0
56576,69343,47,"-1.00","2023-09-18 15:40:08.42331","38",0
56601,69388,76,"-1.00","2023-09-18 16:19:57.342024","38",0
56613,69405,92,"-1.00","2023-09-18 16:32:27.394914","38",0
56614,69407,92,"-1.00","2023-09-18 16:33:01.185472","38",0
56617,69409,92,"-1.00","2023-09-18 16:33:54.418631","38",0
56754,69643,49,"-1.00","2023-09-18 18:37:40.323505","38",0
56998,69922,49,"-1.00","2023-09-21 19:20:02.733035","38",1
57313,70229,76,"-1.00","2023-09-25 16:39:19.003234","39",0
57314,70229,49,"-1.00","2023-09-25 16:39:19.003234","39",0
57554,70466,92,"-1.00","2023-09-25 18:34:21.985822","39",0
57618,70543,49,"-1.00","2023-09-25 19:08:43.687357","39",0
57622,70548,76,"-1.00","2023-09-25 19:16:01.349871","39",0
57644,70606,49,"-1.00","2023-09-26 13:42:09.818817","39",0
57665,70633,49,"-1.00","2023-09-26 15:52:01.497486","39",0
57730,70738,76,"-1.00","2023-09-26 17:38:50.842829","39",0
57784,70806,49,"-1.00","2023-09-27 17:04:22.120335","39",0
57806,70836,49,"-1.00","2023-09-27 17:35:59.676073","39",0
57811,70844,76,"-1.00","2023-09-27 17:44:31.59974","39",0
57813,70848,49,"-1.00","2023-09-27 17:45:56.610299","39",0
57854,70912,49,"-2.00","2023-09-27 19:24:03.478187","39",0
57861,70923,47,"-1.00","2023-09-27 19:29:08.472293","39",0
57917,71011,49,"-1.00","2023-09-27 20:43:11.78447","39",1
57932,71035,76,"-1.00","2023-09-27 21:19:25.332451","39",0
57935,71041,49,"-1.00","2023-09-27 21:34:34.254958","39",0
57937,71044,92,"-1.00","2023-09-27 22:02:58.845092","39",0
57949,71060,92,"-1.00","2023-09-27 22:25:06.182043","39",0
57953,71072,92,"-1.00","2023-09-27 22:40:30.53626","39",0
57983,71110,92,"-1.00","2023-09-30 14:11:00.013674","39",0
57990,71117,76,"-1.00","2023-09-30 17:14:54.594955","39",0
58089,71215,92,"-1.00","2023-10-02 14:50:55.616594","40",0
58444,71596,92,"-1.00","2023-10-02 19:33:45.504692","40",0
58696,71829,92,"-1.00","2023-10-04 15:04:47.257291","40",0
58830,71961,47,"-1.00","2023-10-04 16:23:31.964267","40",0
58841,71975,92,"-1.00","2023-10-04 16:28:56.397762","40",0
58885,72020,76,"-2.00","2023-10-04 16:56:58.969508","40",0
58897,72040,92,"-1.00","2023-10-04 17:05:56.911773","40",0
59035,72204,47,"-1.00","2023-10-04 18:24:26.969531","40",0
59042,72216,76,"-1.00","2023-10-04 18:31:15.55446","40",0
59044,72218,92,"-1.00","2023-10-04 18:31:58.698551","40",0
59077,72264,92,"-1.00","2023-10-04 18:55:34.922273","40",0
59087,72278,76,"-1.00","2023-10-04 19:02:44.890422","40",0
59095,72285,76,"-1.00","2023-10-04 19:07:29.61506","40",0
