"operation_id","user_id","gender","type","is_su_member","category_name"
264,655,"m","fit",False,"Pivo"
266,26,"m","fit",True,"Pivo"
268,293,"m","fit",False,"Nealko"
270,94,"m","fit",True,"Pivo"
272,651,"m","unk",False,"Pivo"
274,632,"m","fit",False,"Pivo"
276,633,"m","fit",False,"Pivo"
277,38,"m","fit",True,"Nealko"
279,496,"m","muni",False,"Pivo"
281,190,"m","fit",True,"Pivo"
283,101,"m","fit",False,"Pivo"
284,604,"m","vut",True,"Káva"
286,634,"f","fit",True,"Nealko"
288,649,"m","fit",False,"Pivo"
290,650,"m","fit",False,"Pivo"
292,423,"m","fit",False,"Nealko"
294,228,"m","fit",True,"Pivo"
296,210,"m","fit",False,"Pivo"
296,210,"m","fit",False,"Pivo"
298,656,"m","fit",False,"Nealko"
300,659,"m","fit",False,"Pivo"
302,658,"m","fit",False,"Pivo"
304,590,"m","fit",False,"Pivo"
306,632,"m","fit",False,"Pivo"
308,617,"m","fit",True,"Pivo"
310,622,"m","fit",True,"Nealko"
312,308,"m","fit",False,"Pivo"
314,150,"m","fit",False,"Nealko"
316,639,"m","fit",False,"Pivo"
317,38,"m","fit",True,"Pivo"
319,143,"m","fit",True,"Pivo"
321,629,"m","fit",False,"Pivo"
325,661,"m","fit",False,"Pivo"
327,42,"f","fit",True,"Cider"
329,245,"m","fit",True,"Cider"
331,662,"m","fit",False,"Pivo"
333,23,"f","fit",True,"Pivo"
333,23,"f","fit",True,"Cider"
335,664,"f","fit",True,"Nealko"
335,664,"f","fit",True,"Cider"
337,648,"m","fit",False,"Pivo"
339,659,"m","fit",False,"Pivo"
339,659,"m","fit",False,"Pivo"
341,645,"m","fit",False,"Pivo"
342,210,"m","fit",False,"Káva"
344,192,"m","fit",False,"Cider"
346,145,"m","vut",True,"Pivo"
348,438,"m","fit",True,"Pivo"
349,38,"m","fit",True,"Pivo"
352,662,"m","fit",False,"Pivo"
354,485,"m","muni",False,"Pivo"
356,339,"m","fit",True,"Pivo"
358,633,"m","fit",False,"Pivo"
360,552,"m","fit",False,"Pivo"
362,30,"m","fit",True,"Pivo"
364,153,"m","fit",False,"Nealko"
366,647,"m","fit",False,"Pivo"
368,632,"m","fit",False,"Pivo"
370,661,"m","fit",False,"Pivo"
372,665,"m","unk",False,"Nealko"
374,623,"m","fit",False,"Pivo"
376,26,"m","fit",True,"Pivo"
378,652,"m","fit",False,"Pivo"
378,652,"m","fit",False,"Nealko"
380,651,"m","unk",False,"Pivo"
382,664,"f","fit",True,"Nealko"
384,664,"f","fit",True,"Nealko"
386,94,"m","fit",True,"Cider"
387,192,"m","fit",False,"Nealko"
389,194,"m","fit",False,"Nealko"
391,308,"m","fit",False,"Pivo"
393,293,"m","fit",False,"Pivo"
395,496,"m","muni",False,"Nealko"
397,228,"m","fit",True,"Pivo"
399,659,"m","fit",False,"Pivo"
401,423,"m","fit",False,"Nealko"
403,7,"m","fit",True,"Pivo"
405,640,"m","fit",True,"Pivo"
407,666,"m","muni",False,"Pivo"
409,667,"m","fit",False,"Cider"
409,667,"m","fit",False,"Nealko"
411,631,"m","fit",False,"Pivo"
413,94,"m","fit",True,"Cider"
413,94,"m","fit",True,"Pivo"
415,495,"f","fit",False,"Pivo"
417,454,"m","fit",False,"Pivo"
419,585,"f","fit",False,"Pivo"
419,585,"f","fit",False,"Pivo"
421,535,"m","muni",False,"Pivo"
423,153,"m","fit",False,"Nealko"
425,630,"f","fit",False,"Cider"
427,647,"m","fit",False,"Pivo"
429,628,"m","fit",False,"Cider"
431,649,"m","fit",False,"Pivo"
433,639,"m","fit",False,"Pivo"
435,656,"m","fit",False,"Nealko"
437,658,"m","fit",False,"Pivo"
439,69,"m","vut",False,"Pivo"
441,668,"f","fit",False,"Pivo"
443,638,"m","fit",False,"Pivo"
447,646,"m","fit",False,"Pivo"
449,341,"m","fit",False,"Cider"
451,173,"m","fit",False,"Nealko"
452,38,"m","fit",True,"Pivo"
454,68,"m","fit",True,"Nealko"
456,662,"m","fit",False,"Pivo"
458,150,"m","fit",False,"Pivo"
460,210,"m","fit",False,"Pivo"
460,210,"m","fit",False,"Pivo"
462,145,"m","vut",True,"Pivo"
463,659,"m","fit",False,"Nealko"
465,69,"m","vut",False,"Pivo"
467,671,"m","fit",False,"Pivo"
469,670,"f","fit",False,"Cider"
471,672,"f","fit",False,"Cider"
475,244,"f","fit",False,"Pivo"
477,673,"f","fit",False,"Pivo"
479,38,"m","fit",True,"Nealko"
479,38,"m","fit",True,"Pivo"
481,339,"m","fit",True,"Pivo"
483,209,"m","fit",False,"Pivo"
487,648,"m","fit",False,"Pivo"
489,535,"m","muni",False,"Pivo"
491,644,"m","fit",False,"Pivo"
493,651,"m","unk",False,"Pivo"
495,16,"m","fit",False,"Pivo"
495,16,"m","fit",False,"Nealko"
496,68,"m","fit",True,"Pivo"
498,38,"m","fit",True,"Pivo"
500,652,"m","fit",False,"Pivo"
502,94,"m","fit",True,"Pivo"
504,462,"m","fit",True,"Pivo"
504,462,"m","fit",True,"Pivo"
506,658,"m","fit",False,"Nealko"
508,504,"m","vut",False,"Pivo"
510,615,"m","fit",False,"Pivo"
512,68,"m","fit",True,"Toasty"
512,68,"m","fit",True,"Jídlo"
513,38,"m","fit",True,"Pivo"
515,485,"m","muni",False,"Cider"
517,496,"m","muni",False,"Cider"
519,667,"m","fit",False,"Pivo"
519,667,"m","fit",False,"Cider"
521,210,"m","fit",False,"Toasty"
521,210,"m","fit",False,"Jídlo"
522,210,"m","fit",False,"Pivo"
522,210,"m","fit",False,"Pivo"
524,210,"m","fit",False,"Pivo"
524,210,"m","fit",False,"Pivo"
526,674,"m","fit",False,"Pivo"
528,645,"m","fit",False,"Pivo"
530,504,"m","vut",False,"Pivo"
533,423,"m","fit",False,"Pivo"
535,649,"m","fit",False,"Pivo"
537,666,"m","muni",False,"Pivo"
539,633,"m","fit",False,"Pivo"
541,622,"m","fit",True,"Nealko"
543,16,"m","fit",False,"Pivo"
545,585,"f","fit",False,"Pivo"
547,632,"m","fit",False,"Nealko"
549,7,"m","fit",True,"Toasty"
549,7,"m","fit",True,"Jídlo"
551,590,"m","fit",False,"Pivo"
553,245,"m","fit",True,"Toasty"
553,245,"m","fit",True,"Jídlo"
555,634,"f","fit",True,"Nealko"
557,670,"f","fit",False,"Pivo"
557,670,"f","fit",False,"Cider"
559,341,"m","fit",False,"Cider"
561,659,"m","fit",False,"Nealko"
563,69,"m","vut",False,"Pivo"
565,640,"m","fit",True,"Pivo"
567,662,"m","fit",False,"Pivo"
569,30,"m","fit",True,"Cider"
571,644,"m","fit",False,"Pivo"
573,669,"f","fit",False,"Pivo"
575,638,"m","fit",False,"Pivo"
577,652,"m","fit",False,"Pivo"
579,658,"m","fit",False,"Pivo"
579,658,"m","fit",False,"Nealko"
581,495,"f","fit",False,"Pivo"
583,267,"m","fit",False,"Nealko"
585,679,"m","fit",False,"Pivo"
587,624,"m","fit",False,"Nealko"
589,7,"m","fit",True,"Pivo"
592,662,"m","fit",False,"Pivo"
594,663,"m","fit",True,"Nealko"
596,116,"m","fit",False,"Pivo"
598,615,"m","fit",False,"Pivo"
600,238,"m","fit",False,"Cider"
602,38,"m","fit",True,"Nealko"
604,68,"m","fit",True,"Pivo"
606,652,"m","fit",False,"Nealko"
608,16,"m","fit",False,"Pivo"
610,293,"m","fit",False,"Pivo"
612,680,"m","fit",False,"Pivo"
614,194,"m","fit",False,"Nealko"
615,38,"m","fit",True,"Pivo"
617,654,"m","fit",False,"Nealko"
619,629,"m","fit",False,"Nealko"
621,38,"m","fit",True,"Pivo"
623,341,"m","fit",False,"Cider"
625,485,"m","muni",False,"Pivo"
627,145,"m","vut",True,"Pivo"
629,644,"m","fit",False,"Pivo"
631,646,"m","fit",False,"Pivo"
633,585,"f","fit",False,"Pivo"
635,585,"f","fit",False,"Pivo"
637,634,"f","fit",True,"Nealko"
639,228,"m","fit",True,"Pivo"
641,617,"m","fit",True,"Pivo"
642,647,"m","fit",False,"Pivo"
644,633,"m","fit",False,"Pivo"
646,684,"m","fit",True,"Nealko"
648,438,"m","fit",True,"Nealko"
650,674,"m","fit",False,"Nealko"
652,392,"m","fit",True,"Nealko"
654,504,"m","vut",False,"Pivo"
656,339,"m","fit",True,"Pivo"
658,568,"f","fit",False,"Pivo"
658,568,"f","fit",False,"Pivo"
658,568,"f","fit",False,"Nealko"
660,238,"m","fit",False,"Pivo"
662,238,"m","fit",False,"Pivo"
664,590,"m","fit",False,"Toasty"
664,590,"m","fit",False,"Jídlo"
664,590,"m","fit",False,"Pivo"
666,605,"m","fit",False,"Pivo"
668,626,"m","fit",False,"Pivo"
669,38,"m","fit",True,"Nealko"
671,680,"m","fit",False,"Pivo"
673,194,"m","fit",False,"Nealko"
675,158,"f","vut",False,"Pivo"
677,158,"f","vut",False,"Pivo"
678,30,"m","fit",True,"Pivo"
680,118,"m","vut",False,"Pivo"
682,631,"m","fit",False,"Pivo"
684,150,"m","fit",False,"Pivo"
686,659,"m","fit",False,"Pivo"
688,191,"m","fit",True,"Nealko"
690,341,"m","fit",False,"Cider"
692,210,"m","fit",False,"Pivo"
694,618,"m","fit",False,"Nealko"
695,634,"f","fit",True,"Pivo"
697,640,"m","fit",True,"Pivo"
697,640,"m","fit",True,"Pivo"
699,630,"f","fit",False,"Nealko"
701,675,"f","fit",False,"Cider"
703,651,"m","unk",False,"Pivo"
705,209,"m","fit",False,"Nealko"
707,666,"m","muni",False,"Pivo"
709,633,"m","fit",False,"Pivo"
711,648,"m","fit",False,"Nealko"
713,16,"m","fit",False,"Pivo"
713,16,"m","fit",False,"Nealko"
715,639,"m","fit",False,"Pivo"
717,666,"m","muni",False,"Toasty"
717,666,"m","muni",False,"Jídlo"
719,210,"m","fit",False,"Nealko"
721,94,"m","fit",True,"Cider"
723,649,"m","fit",False,"Pivo"
725,636,"f","fit",False,"Pivo"
727,679,"m","fit",False,"Pivo"
729,685,"f","fit",False,"Pivo"
731,7,"m","fit",True,"Pivo"
733,667,"m","fit",False,"Cider"
735,296,"f","fit",False,"Pivo"
737,645,"m","fit",False,"Pivo"
739,38,"m","fit",True,"Cider"
741,68,"m","fit",True,"Pivo"
743,42,"f","fit",True,"Nealko"
743,42,"f","fit",True,"Nealko"
745,668,"f","fit",False,"Pivo"
747,643,"f","fit",False,"Nealko"
748,116,"m","fit",False,"Pivo"
750,552,"m","fit",False,"Pivo"
752,495,"f","fit",False,"Cider"
752,495,"f","fit",False,"Nealko"
754,210,"m","fit",False,"Nealko"
756,38,"m","fit",True,"Cider"
758,644,"m","fit",False,"Pivo"
760,192,"m","fit",False,"Nealko"
763,664,"f","fit",True,"Toasty"
763,664,"f","fit",True,"Jídlo"
765,606,"m","muni",False,"Pivo"
767,245,"m","fit",True,"Cider"
769,568,"f","fit",False,"Pivo"
771,617,"m","fit",True,"Pivo"
773,662,"m","fit",False,"Pivo"
775,647,"m","fit",False,"Nealko"
777,30,"m","fit",True,"Pivo"
778,438,"m","fit",True,"Pivo"
778,438,"m","fit",True,"Toasty"
778,438,"m","fit",True,"Jídlo"
780,118,"m","vut",False,"Pivo"
782,485,"m","muni",False,"Toasty"
782,485,"m","muni",False,"Jídlo"
782,485,"m","muni",False,"Cider"
784,684,"m","fit",True,"Toasty"
784,684,"m","fit",True,"Jídlo"
786,658,"m","fit",False,"Nealko"
788,585,"f","fit",False,"Pivo"
790,341,"m","fit",False,"Cider"
792,245,"m","fit",True,"Cider"
792,245,"m","fit",True,"Nealko"
794,192,"m","fit",False,"Nealko"
796,158,"f","vut",False,"Pivo"
798,296,"f","fit",False,"Pivo"
800,69,"m","vut",False,"Pivo"
802,638,"m","fit",False,"Pivo"
804,454,"m","fit",False,"Pivo"
806,504,"m","vut",False,"Pivo"
808,210,"m","fit",False,"Nealko"
810,462,"m","fit",True,"Nealko"
812,680,"m","fit",False,"Pivo"
814,678,"m","muni",False,"Toasty"
814,678,"m","muni",False,"Jídlo"
814,678,"m","muni",False,"Pivo"
816,684,"m","fit",True,"Toasty"
816,684,"m","fit",True,"Jídlo"
816,684,"m","fit",True,"Nealko"
818,658,"m","fit",False,"Pivo"
820,639,"m","fit",False,"Pivo"
822,38,"m","fit",True,"Pivo"
824,648,"m","fit",False,"Pivo"
825,38,"m","fit",True,"Cider"
827,646,"m","fit",False,"Pivo"
829,632,"m","fit",False,"Pivo"
829,632,"m","fit",False,"Nealko"
831,333,"m","fit",False,"Pivo"
833,652,"m","fit",False,"Pivo"
833,652,"m","fit",False,"Nealko"
835,666,"m","muni",False,"Pivo"
837,16,"m","fit",False,"Pivo"
839,662,"m","fit",False,"Pivo"
841,654,"m","fit",False,"Nealko"
843,675,"f","fit",False,"Cider"
845,655,"m","fit",False,"Nealko"
847,674,"m","fit",False,"Nealko"
849,626,"m","fit",False,"Nealko"
851,680,"m","fit",False,"Pivo"
853,42,"f","fit",True,"Nealko"
853,42,"f","fit",True,"Nealko"
853,42,"f","fit",True,"Cider"
855,605,"m","fit",False,"Pivo"
857,341,"m","fit",False,"Cider"
859,682,"f","fit",False,"Cider"
861,659,"m","fit",False,"Pivo"
863,606,"m","muni",False,"Pivo"
865,664,"f","fit",True,"Nealko"
867,333,"m","fit",False,"Pivo"
869,143,"m","fit",True,"Pivo"
871,195,"m","fit",True,"Káva"
873,685,"f","fit",False,"Pivo"
875,68,"m","fit",True,"Pivo"
878,26,"m","fit",True,"Pivo"
880,634,"f","fit",True,"Nealko"
882,16,"m","fit",False,"Nealko"
884,101,"m","fit",False,"Cider"
886,69,"m","vut",False,"Nealko"
888,26,"m","fit",True,"Nealko"
890,146,"m","fit",True,"Nealko"
892,634,"f","fit",True,"Cider"
894,296,"f","fit",False,"Pivo"
896,118,"m","vut",False,"Pivo"
898,535,"m","muni",False,"Pivo"
900,686,"m","fit",False,"Pivo"
902,209,"m","fit",False,"Nealko"
904,686,"m","fit",False,"Pivo"
906,632,"m","fit",False,"Pivo"
908,670,"f","fit",False,"Cider"
910,680,"m","fit",False,"Pivo"
912,590,"m","fit",False,"Pivo"
914,673,"f","fit",False,"Pivo"
916,638,"m","fit",False,"Pivo"
918,666,"m","muni",False,"Pivo"
920,604,"m","vut",True,"Pivo"
922,308,"m","fit",False,"Pivo"
924,631,"m","fit",False,"Pivo"
926,626,"m","fit",False,"Pivo"
928,634,"f","fit",True,"Pivo"
930,659,"m","fit",False,"Nealko"
932,209,"m","fit",False,"Pivo"
934,675,"f","fit",False,"Cider"
936,635,"f","fit",True,"Cider"
938,617,"m","fit",True,"Pivo"
940,143,"m","fit",True,"Nealko"
942,116,"m","fit",False,"Cider"
944,535,"m","muni",False,"Cider"
944,535,"m","muni",False,"Cider"
946,118,"m","vut",False,"Cider"
948,585,"f","fit",False,"Cider"
950,195,"m","fit",True,"Nealko"
962,30,"m","fit",True,"Nealko"
964,30,"m","fit",True,"Nealko"
966,145,"m","vut",True,"Nealko"
975,617,"m","fit",True,"Nealko"
977,635,"f","fit",True,"Nealko"
979,622,"m","fit",True,"Nealko"
981,635,"f","fit",True,"Toasty"
981,635,"f","fit",True,"Jídlo"
983,618,"m","fit",False,"Nealko"
985,143,"m","fit",True,"Cider"
987,422,"f","fit",True,"Cider"
989,553,"m","fit",False,"Nealko"
991,245,"m","fit",True,"Cider"
993,628,"m","fit",False,"Cider"
995,688,"m","fit",False,"Pivo"
997,689,"m","fit",False,"Nealko"
999,604,"m","vut",True,"Káva"
1001,617,"m","fit",True,"Pivo"
1003,691,"m","fit",False,"Nealko"
1005,618,"m","fit",False,"Pivo"
1007,94,"m","fit",True,"Nealko"
1009,604,"m","vut",True,"Nealko"
1011,143,"m","fit",True,"Pivo"
1013,664,"f","fit",True,"Nealko"
1015,389,"m","vut",False,"Nealko"
1017,691,"m","fit",False,"Nealko"
1018,422,"f","fit",True,"Nealko"
1020,68,"m","fit",True,"Pivo"
1022,604,"m","vut",True,"Pivo"
1024,617,"m","fit",True,"Nealko"
1026,635,"f","fit",True,"Nealko"
1028,695,"f","unk",False,"Pivo"
1030,694,"m","fit",False,"Nealko"
1032,389,"m","vut",False,"Pivo"
1034,696,"f","fit",False,"Nealko"
1036,604,"m","vut",True,"Nealko"
1038,423,"m","fit",False,"Pivo"
1040,117,"m","fit",False,"Nealko"
1042,664,"f","fit",True,"Nealko"
1044,697,"m","fit",False,"Pivo"
1046,194,"m","fit",False,"Nealko"
1046,194,"m","fit",False,"Toasty"
1046,194,"m","fit",False,"Jídlo"
1048,691,"m","fit",False,"Toasty"
1048,691,"m","fit",False,"Jídlo"
1050,688,"m","fit",False,"Pivo"
1052,462,"m","fit",True,"Nealko"
1053,604,"m","vut",True,"Nealko"
1055,622,"m","fit",True,"Nealko"
1055,622,"m","fit",True,"Toasty"
1055,622,"m","fit",True,"Jídlo"
1057,12,"f","fit",False,"Pivo"
1059,504,"m","vut",False,"Nealko"
1061,699,"m","fit",False,"Pivo"
1063,462,"m","fit",True,"Toasty"
1063,462,"m","fit",True,"Jídlo"
1065,694,"m","fit",False,"Toasty"
1065,694,"m","fit",False,"Jídlo"
1067,245,"m","fit",True,"Cider"
1069,68,"m","fit",True,"Pivo"
1071,699,"m","fit",False,"Pivo"
1073,604,"m","vut",True,"Toasty"
1073,604,"m","vut",True,"Jídlo"
1075,635,"f","fit",True,"Nealko"
1077,690,"f","unk",False,"Toasty"
1077,690,"f","unk",False,"Jídlo"
1078,604,"m","vut",True,"Pivo"
1080,389,"m","vut",False,"Pivo"
1082,700,"f","fit",False,"Káva"
1084,193,"m","fit",False,"Cider"
1086,617,"m","fit",True,"Pivo"
1088,702,"m","fit",False,"Pivo"
1090,12,"f","fit",False,"Pivo"
1091,604,"m","vut",True,"Pivo"
1093,143,"m","fit",True,"Cider"
1095,664,"f","fit",True,"Toasty"
1095,664,"f","fit",True,"Jídlo"
1097,648,"m","fit",False,"Pivo"
1099,700,"f","fit",False,"Nealko"
1101,618,"m","fit",False,"Pivo"
1103,604,"m","vut",True,"Pivo"
1105,703,"m","fit",False,"Pivo"
1105,703,"m","fit",False,"Nealko"
1107,684,"m","fit",True,"Nealko"
1109,617,"m","fit",True,"Toasty"
1109,617,"m","fit",True,"Jídlo"
1111,699,"m","fit",False,"Pivo"
1113,694,"m","fit",False,"Nealko"
1115,696,"f","fit",False,"Nealko"
1115,696,"f","fit",False,"Toasty"
1115,696,"f","fit",False,"Jídlo"
1117,12,"f","fit",False,"Pivo"
1117,12,"f","fit",False,"Pivo"
1118,195,"m","fit",True,"Pivo"
1122,69,"m","vut",False,"Pivo"
1124,438,"m","fit",True,"Nealko"
1126,648,"m","fit",False,"Pivo"
1127,195,"m","fit",True,"Pivo"
1127,195,"m","fit",True,"Nealko"
1129,697,"m","fit",False,"Pivo"
1129,697,"m","fit",False,"Pivo"
1131,462,"m","fit",True,"Nealko"
1131,462,"m","fit",True,"Jídlo"
1133,617,"m","fit",True,"Nealko"
1135,670,"f","fit",False,"Cider"
1137,143,"m","fit",True,"Pivo"
1139,701,"m","fit",False,"Cider"
1141,705,"f","unk",False,"Pivo"
1143,699,"m","fit",False,"Pivo"
1145,680,"m","fit",False,"Pivo"
1147,604,"m","vut",True,"Jídlo"
1149,117,"m","fit",False,"Pivo"
1151,389,"m","vut",False,"Pivo"
1151,389,"m","vut",False,"Toasty"
1151,389,"m","vut",False,"Jídlo"
1153,635,"f","fit",True,"Pivo"
1155,622,"m","fit",True,"Nealko"
1157,692,"f","fit",False,"Nealko"
1159,68,"m","fit",True,"Pivo"
1161,423,"m","fit",False,"Nealko"
1161,423,"m","fit",False,"Toasty"
1161,423,"m","fit",False,"Jídlo"
1163,245,"m","fit",True,"Cider"
1165,684,"m","fit",True,"Nealko"
1167,663,"m","fit",True,"Nealko"
1167,663,"m","fit",True,"Toasty"
1167,663,"m","fit",True,"Jídlo"
1169,389,"m","vut",False,"Toasty"
1169,389,"m","vut",False,"Jídlo"
1171,699,"m","fit",False,"Pivo"
1173,635,"f","fit",True,"Nealko"
1175,678,"m","muni",False,"Pivo"
1177,617,"m","fit",True,"Nealko"
1179,707,"m","fit",False,"Nealko"
1181,244,"f","fit",False,"Pivo"
1183,697,"m","fit",False,"Toasty"
1183,697,"m","fit",False,"Jídlo"
1183,697,"m","fit",False,"Pivo"
1185,495,"f","fit",False,"Pivo"
1187,12,"f","fit",False,"Pivo"
1189,648,"m","fit",False,"Nealko"
1191,705,"f","unk",False,"Pivo"
1193,604,"m","vut",True,"Nealko"
1195,704,"m","fit",False,"Nealko"
1197,643,"f","fit",False,"Nealko"
1197,643,"f","fit",False,"Jídlo"
1199,261,"m","fit",False,"Pivo"
1201,479,"m","fit",False,"Toasty"
1201,479,"m","fit",False,"Jídlo"
1203,438,"m","fit",True,"Nealko"
1205,701,"m","fit",False,"Toasty"
1205,701,"m","fit",False,"Jídlo"
1205,701,"m","fit",False,"Cider"
1206,604,"m","vut",True,"Pivo"
1208,706,"m","fit",False,"Nealko"
1210,69,"m","vut",False,"Nealko"
1212,678,"m","muni",False,"Pivo"
1214,617,"m","fit",True,"Nealko"
1216,68,"m","fit",True,"Pivo"
1218,389,"m","vut",False,"Nealko"
1220,160,"m","fit",False,"Toasty"
1220,160,"m","fit",False,"Jídlo"
1222,390,"m","fit",False,"Nealko"
1224,675,"f","fit",False,"Cider"
1226,705,"f","unk",False,"Nealko"
1228,704,"m","fit",False,"Toasty"
1228,704,"m","fit",False,"Jídlo"
1230,117,"m","fit",False,"Pivo"
1232,1053,"f","fit",False,"Pivo"
1235,423,"m","fit",False,"Pivo"
1237,261,"m","fit",False,"Pivo"
1239,69,"m","vut",False,"Jídlo"
1241,389,"m","vut",False,"Nealko"
1243,648,"m","fit",False,"Pivo"
1245,622,"m","fit",True,"Nealko"
1247,238,"m","fit",False,"Nealko"
1249,709,"m","fit",False,"Cider"
1249,709,"m","fit",False,"Toasty"
1249,709,"m","fit",False,"Jídlo"
1251,193,"m","fit",False,"Nealko"
1253,462,"m","fit",True,"Nealko"
1255,244,"f","fit",False,"Nealko"
1255,244,"f","fit",False,"Toasty"
1255,244,"f","fit",False,"Jídlo"
1257,697,"m","fit",False,"Pivo"
1259,691,"m","fit",False,"Nealko"
1261,690,"f","unk",False,"Nealko"
1263,618,"m","fit",False,"Pivo"
1265,504,"m","vut",False,"Pivo"
1267,703,"m","fit",False,"Pivo"
1269,635,"f","fit",True,"Nealko"
1271,604,"m","vut",True,"Nealko"
1273,245,"m","fit",True,"Nealko"
1275,69,"m","vut",False,"Pivo"
1277,684,"m","fit",True,"Jídlo"
1279,261,"m","fit",False,"Toasty"
1279,261,"m","fit",False,"Jídlo"
1281,245,"m","fit",True,"Jídlo"
1283,194,"m","fit",False,"Nealko"
1286,584,"f","fit",False,"Pivo"
1288,495,"f","fit",False,"Nealko"
1290,145,"m","vut",True,"Nealko"
1292,708,"m","unk",False,"Nealko"
1294,16,"m","fit",False,"Nealko"
1296,663,"m","fit",True,"Jídlo"
1297,604,"m","vut",True,"Pivo"
