"operation_id","user_id","gender","type","is_su_member","category_name"
15741,1193,"m","fit",False,"Pivo"
15743,835,"m","fit",True,"Pivo"
15747,648,"m","fit",False,"Pivo"
15748,784,"m","fit",False,"Cider"
15750,1205,"m","fit",False,"Pivo"
15752,948,"m","fit",False,"Cider"
15753,1143,"f","fit",False,"Pivo"
15753,1143,"f","fit",False,"Cider"
15755,937,"m","fit",True,"Pivo"
15757,105,"m","vut",False,"Nealko"
15757,105,"m","vut",False,"Pivo"
15761,1209,"m","vut",False,"Pivo"
15763,639,"m","fit",False,"Pivo"
15765,195,"m","fit",True,"Pivo"
15767,143,"m","fit",True,"Pivo"
15769,130,"m","fit",False,"Pivo"
15771,1209,"m","vut",False,"Pivo"
15773,641,"m","fit",False,"Pivo"
15775,1204,"m","fit",False,"Pivo"
15777,638,"m","fit",False,"Pivo"
15779,604,"m","vut",True,"Pivo"
15781,31,"m","fit",True,"Pivo"
15785,725,"m","vut",True,"Pivo"
15789,735,"m","fit",False,"Pivo"
15789,735,"m","fit",False,"Nealko"
15793,417,"m","fit",False,"Pivo"
15793,417,"m","fit",False,"Pivo"
15795,604,"m","vut",True,"Pivo"
15797,861,"m","fit",False,"Pivo"
15799,1199,"m","vut",False,"Pivo"
15799,1199,"m","vut",False,"Jídlo"
15803,1104,"m","fit",False,"Pivo"
15805,835,"m","fit",True,"Nealko"
15807,1185,"f","vut",False,"Nealko"
15809,854,"m","fit",False,"Jídlo"
15809,854,"m","fit",False,"Víno"
15811,638,"m","fit",False,"Pivo"
15813,1193,"m","fit",False,"Pivo"
15816,617,"m","fit",True,"Pivo"
15818,877,"m","fit",False,"Pivo"
15820,10,"m","fit",True,"Pivo"
15822,937,"m","fit",True,"Pivo"
15824,1188,"m","vut",False,"Pivo"
15827,52,"m","fit",False,"Pivo"
15829,754,"m","fit",False,"Pivo"
15831,108,"m","vut",False,"Pivo"
15833,105,"m","vut",False,"Nealko"
15835,1211,"m","fit",False,"Pivo"
15837,648,"m","fit",False,"Pivo"
15839,948,"m","fit",False,"Cider"
15841,632,"m","fit",False,"Nealko"
15843,1186,"m","fit",False,"Pivo"
15845,143,"m","fit",True,"Pivo"
15847,639,"m","fit",False,"Víno"
15849,1192,"m","vut",False,"Nealko"
15851,1167,"m","fit",False,"Nealko"
15853,765,"m","fit",False,"Pivo"
15857,130,"m","fit",False,"Pivo"
15859,861,"m","fit",False,"Pivo"
15861,1175,"m","fit",True,"Pivo"
15863,1208,"m","fit",False,"Pivo"
15865,796,"m","fit",False,"Pivo"
15867,796,"m","fit",False,"Pivo"
15869,617,"m","fit",True,"Víno"
15871,462,"m","fit",True,"Pivo"
15873,641,"m","fit",False,"Pivo"
15875,1201,"m","vut",False,"Pivo"
15877,753,"m","fit",False,"Pivo"
15879,784,"m","fit",False,"Víno"
15881,1187,"m","vut",False,"Pivo"
15883,1203,"m","vut",False,"Pivo"
15890,635,"f","fit",True,"Nealko"
15890,635,"f","fit",True,"Nealko"
15892,1028,"m","vut",True,"Nealko"
15892,1028,"m","vut",True,"Nealko"
15894,870,"m","fit",False,"Pivo"
15894,870,"m","fit",False,"Pivo"
15896,1103,"m","fit",False,"Pivo"
15898,143,"m","fit",True,"Pivo"
15902,862,"m","fit",False,"Pivo"
15902,862,"m","fit",False,"Jídlo"
15904,901,"f","fit",False,"Víno"
15906,937,"m","fit",True,"Pivo"
15908,1210,"m","fit",False,"Pivo"
15910,666,"m","muni",False,"Pivo"
15912,10,"m","fit",True,"Pivo"
15914,1199,"m","vut",False,"Nealko"
15916,130,"m","fit",False,"Pivo"
15918,632,"m","fit",False,"Pivo"
15920,417,"m","fit",False,"Pivo"
15922,52,"m","fit",False,"Pivo"
15926,68,"m","fit",True,"Pivo"
15928,1104,"m","fit",False,"Pivo"
15930,1175,"m","fit",True,"Pivo"
15932,604,"m","vut",True,"Pivo"
15932,604,"m","vut",True,"Pivo"
15934,648,"m","fit",False,"Nealko"
15936,639,"m","fit",False,"Víno"
15938,639,"m","fit",False,"Jídlo"
15941,638,"m","fit",False,"Pivo"
15943,796,"m","fit",False,"Pivo"
15945,419,"m","fit",False,"Pivo"
15947,108,"m","vut",False,"Pivo"
15947,108,"m","vut",False,"Nealko"
15949,1170,"m","vut",False,"Nealko"
15951,639,"m","fit",False,"Pivo"
15955,639,"m","fit",False,"Cider"
15957,835,"m","fit",True,"Nealko"
15959,854,"m","fit",False,"Víno"
15961,617,"m","fit",True,"Víno"
15963,143,"m","fit",True,"Cider"
15965,937,"m","fit",True,"Pivo"
15967,854,"m","fit",False,"Nealko"
15970,776,"m","fit",True,"Nealko"
15972,861,"m","fit",False,"Pivo"
15974,948,"m","fit",False,"Cider"
15976,639,"m","fit",False,"Nealko"
15978,143,"m","fit",True,"Jídlo"
15980,725,"m","vut",True,"Cider"
15980,725,"m","vut",True,"Jídlo"
15983,622,"m","fit",True,"Jídlo"
15984,462,"m","fit",True,"Nealko"
15986,145,"m","vut",True,"Jídlo"
15987,462,"m","fit",True,"Nealko"
15989,684,"m","fit",True,"Nealko"
15990,195,"m","fit",True,"Nealko"
15992,30,"m","fit",True,"Nealko"
15992,30,"m","fit",True,"Jídlo"
15992,30,"m","fit",True,"Nealko"
15997,622,"m","fit",True,"Jídlo"
15997,622,"m","fit",True,"Jídlo"
16003,926,"m","fit",True,"Nealko"
16005,422,"f","fit",True,"Cider"
16007,604,"m","vut",True,"Cider"
16009,617,"m","fit",True,"Cider"
16011,20,"m","fit",True,"Jídlo"
16013,462,"m","fit",True,"Nealko"
16016,725,"m","vut",True,"Nealko"
16018,462,"m","fit",True,"Nealko"
16020,462,"m","fit",True,"Nealko"
16022,725,"m","vut",True,"Jídlo"
16024,190,"m","fit",True,"Nealko"
16024,190,"m","fit",True,"Jídlo"
16028,604,"m","vut",True,"Cider"
16030,98,"f","fit",False,"Cider"
16032,834,"m","fit",False,"Nealko"
16034,739,"m","fit",False,"Nealko"
16040,604,"m","vut",True,"Cider"
16045,664,"f","fit",True,"Jídlo"
16049,677,"f","fit",False,"Cider"
16053,635,"f","fit",True,"Nealko"
16055,1214,"f","fit",False,"Nealko"
16057,846,"m","fit",False,"Nealko"
16059,886,"m","fit",False,"Pivo"
16061,889,"m","fit",False,"Pivo"
16063,1192,"m","vut",False,"Pivo"
16065,1192,"m","vut",False,"Nealko"
16069,792,"m","fit",False,"Pivo"
16071,1142,"m","fit",False,"Palačinky"
16071,1142,"m","fit",False,"Jídlo"
16071,1142,"m","fit",False,"Pivo"
16073,888,"m","fit",False,"Pivo"
16075,68,"m","fit",True,"Pivo"
16077,1141,"m","fit",False,"Pivo"
16079,617,"m","fit",True,"Pivo"
16081,651,"m","unk",False,"Pivo"
16083,690,"f","unk",False,"Palačinky"
16083,690,"f","unk",False,"Jídlo"
16085,819,"m","fit",False,"Nealko"
16087,774,"m","fit",False,"Pivo"
16089,92,"m","fit",False,"Pivo"
16091,308,"m","fit",False,"Pivo"
16093,618,"m","fit",False,"Nealko"
16095,604,"m","vut",True,"Pivo"
16098,617,"m","fit",True,"Nealko"
16100,846,"m","fit",False,"Nealko"
16102,774,"m","fit",False,"Cider"
16108,172,"m","fit",False,"Pivo"
16110,651,"m","unk",False,"Pivo"
16112,766,"m","fit",False,"Pivo"
16114,257,"m","fit",False,"Pivo"
16116,1142,"m","fit",False,"Palačinky"
16116,1142,"m","fit",False,"Jídlo"
16118,945,"m","fit",False,"Pivo"
16120,1141,"m","fit",False,"Pivo"
16122,257,"m","fit",False,"Palačinky"
16122,257,"m","fit",False,"Jídlo"
16124,886,"m","fit",False,"Pivo"
16126,45,"m","fit",False,"Palačinky"
16126,45,"m","fit",False,"Jídlo"
16126,45,"m","fit",False,"Nealko"
16128,846,"m","fit",False,"Nealko"
16130,1216,"m","fit",False,"Nealko"
16132,690,"f","unk",False,"Pivo"
16134,783,"m","fit",True,"Nealko"
16136,725,"m","vut",True,"Cider"
16138,1036,"m","fit",False,"Pivo"
16140,389,"m","vut",False,"Pivo"
16141,824,"m","fit",False,"Pivo"
16143,826,"m","fit",False,"Pivo"
16143,826,"m","fit",False,"Palačinky"
16143,826,"m","fit",False,"Jídlo"
16145,888,"m","fit",False,"Pivo"
16145,888,"m","fit",False,"Palačinky"
16145,888,"m","fit",False,"Jídlo"
16147,143,"m","fit",True,"Nealko"
16149,617,"m","fit",True,"Palačinky"
16149,617,"m","fit",True,"Jídlo"
16151,889,"m","fit",False,"Pivo"
16153,774,"m","fit",False,"Nealko"
16155,829,"f","fit",False,"Nealko"
16157,934,"m","fit",False,"Pivo"
16159,1192,"m","vut",False,"Nealko"
16161,635,"f","fit",True,"Nealko"
16161,635,"f","fit",True,"Palačinky"
16161,635,"f","fit",True,"Jídlo"
16163,308,"m","fit",False,"Pivo"
16165,172,"m","fit",False,"Pivo"
16167,462,"m","fit",True,"Palačinky"
16167,462,"m","fit",True,"Jídlo"
16169,92,"m","fit",False,"Pivo"
16171,501,"m","fit",False,"Pivo"
16173,1056,"m","fit",True,"Nealko"
16175,917,"m","fit",False,"Nealko"
16177,257,"m","fit",False,"Pivo"
16179,651,"m","unk",False,"Pivo"
16181,1141,"m","fit",False,"Pivo"
16183,68,"m","fit",True,"Pivo"
16185,610,"m","vut",False,"Pivo"
16189,257,"m","fit",False,"Jídlo"
16193,146,"m","fit",True,"Palačinky"
16193,146,"m","fit",True,"Jídlo"
16193,146,"m","fit",True,"Nealko"
16197,604,"m","vut",True,"Pivo"
16199,725,"m","vut",True,"Nealko"
16201,886,"m","fit",False,"Pivo"
16202,617,"m","fit",True,"Cider"
16204,610,"m","vut",False,"Pivo"
16206,917,"m","fit",False,"Nealko"
16208,251,"m","fit",False,"Pivo"
16210,389,"m","vut",False,"Pivo"
16212,774,"m","fit",False,"Nealko"
16214,894,"m","fit",False,"Pivo"
16215,617,"m","fit",True,"Pivo"
16217,617,"m","fit",True,"Pivo"
16219,633,"m","fit",False,"Pivo"
16221,632,"m","fit",False,"Pivo"
16223,1078,"m","fit",False,"Pivo"
16225,501,"m","fit",False,"Pivo"
16227,92,"m","fit",False,"Pivo"
16229,143,"m","fit",True,"Nealko"
16231,857,"m","fit",False,"Pivo"
16233,983,"m","fit",False,"Pivo"
16235,824,"m","fit",False,"Pivo"
16237,934,"m","fit",False,"Pivo"
16237,934,"m","fit",False,"Jídlo"
16239,308,"m","fit",False,"Pivo"
16241,68,"m","fit",True,"Pivo"
16243,190,"m","fit",True,"Nealko"
16247,1056,"m","fit",True,"Pivo"
16249,610,"m","vut",False,"Pivo"
16251,45,"m","fit",False,"Nealko"
16253,8,"m","fit",False,"Nealko"
16255,130,"m","fit",False,"Pivo"
16257,882,"m","fit",False,"Pivo"
16259,945,"m","fit",False,"Pivo"
16261,584,"f","fit",False,"Víno"
16262,10,"m","fit",True,"Pivo"
16264,10,"m","fit",True,"Pivo"
16266,633,"m","fit",False,"Pivo"
16268,632,"m","fit",False,"Pivo"
16270,504,"m","vut",False,"Nealko"
16272,648,"m","fit",False,"Pivo"
16274,495,"f","fit",False,"Pivo"
16276,68,"m","fit",True,"Pivo"
16278,1192,"m","vut",False,"Nealko"
16280,1219,"m","fit",False,"Pivo"
16282,983,"m","fit",False,"Pivo"
16284,857,"m","fit",False,"Pivo"
16288,651,"m","unk",False,"Pivo"
16292,4,"m","fit",True,"Pivo"
16294,1152,"m","fit",False,"Pivo"
16296,887,"m","fit",False,"Pivo"
16298,353,"m","fit",False,"Pivo"
16300,251,"m","fit",False,"Pivo"
16302,604,"m","vut",True,"Pivo"
16304,57,"m","fit",True,"Pivo"
16306,604,"m","vut",True,"Pivo"
16308,1065,"m","vut",False,"Pivo"
16310,969,"m","vut",False,"Pivo"
16312,969,"m","vut",False,"Pivo"
16314,755,"m","vut",False,"Pivo"
16314,755,"m","vut",False,"Pivo"
16315,257,"m","fit",False,"Pivo"
16315,257,"m","fit",False,"Nealko"
16318,635,"f","fit",True,"Nealko"
16320,610,"m","vut",False,"Pivo"
16322,895,"m","fit",False,"Pivo"
16322,895,"m","fit",False,"Nealko"
16324,755,"m","vut",False,"Nealko"
16326,1220,"f","vut",False,"Pivo"
16329,643,"f","fit",False,"Nealko"
16331,274,"m","vut",False,"Víno"
16333,1181,"m","vut",False,"Pivo"
16333,1181,"m","vut",False,"Pivo"
16335,937,"m","fit",True,"Pivo"
16337,1188,"m","vut",False,"Pivo"
16339,389,"m","vut",False,"Nealko"
16339,389,"m","vut",False,"Jídlo"
16341,1221,"m","vut",False,"Pivo"
16343,694,"m","fit",False,"Nealko"
16345,16,"m","fit",False,"Pivo"
16347,604,"m","vut",True,"Pivo"
16349,101,"m","fit",False,"Pivo"
16351,78,"f","fit",False,"Pivo"
16353,1189,"f","vut",False,"Nealko"
16357,1162,"m","fit",False,"Pivo"
16357,1162,"m","fit",False,"Pivo"
16359,108,"m","vut",False,"Pivo"
16361,1065,"m","vut",False,"Pivo"
16363,130,"m","fit",False,"Pivo"
16365,638,"m","fit",False,"Pivo"
16367,641,"m","fit",False,"Pivo"
16369,633,"m","fit",False,"Pivo"
16371,632,"m","fit",False,"Pivo"
16373,648,"m","fit",False,"Pivo"
16375,1172,"m","fit",False,"Pivo"
16377,747,"m","fit",False,"Pivo"
16379,639,"m","fit",False,"Nealko"
16381,796,"m","fit",False,"Pivo"
16383,1023,"m","fit",False,"Pivo"
16385,1223,"m","fit",False,"Pivo"
16385,1223,"m","fit",False,"Nealko"
16387,1223,"m","fit",False,"Jídlo"
16389,1200,"m","vut",False,"Víno"
16391,1201,"m","vut",False,"Pivo"
16393,1185,"f","vut",False,"Cider"
16395,755,"m","vut",False,"Pivo"
16397,604,"m","vut",True,"Pivo"
16399,857,"m","fit",False,"Pivo"
16401,1151,"m","fit",False,"Pivo"
16401,1151,"m","fit",False,"Pivo"
16403,610,"m","vut",False,"Pivo"
16405,1199,"m","vut",False,"Pivo"
16407,1030,"m","fit",True,"Pivo"
16409,937,"m","fit",True,"Pivo"
16411,725,"m","vut",True,"Pivo"
16413,1222,"m","fit",False,"Pivo"
16415,1023,"m","fit",False,"Pivo"
16417,1023,"m","fit",False,"Pivo"
16417,1023,"m","fit",False,"Jídlo"
16417,1023,"m","fit",False,"Pivo"
16419,108,"m","vut",False,"Pivo"
16421,422,"f","fit",True,"Cider"
16423,10,"m","fit",True,"Pivo"
16425,68,"m","fit",True,"Pivo"
16427,1081,"m","fit",False,"Pivo"
16427,1081,"m","fit",False,"Pivo"
16429,725,"m","vut",True,"Pivo"
16431,45,"m","fit",False,"Nealko"
16431,45,"m","fit",False,"Cider"
16431,45,"m","fit",False,"Jídlo"
16433,792,"m","fit",False,"Pivo"
16435,639,"m","fit",False,"Pivo"
16437,1181,"m","vut",False,"Pivo"
16437,1181,"m","vut",False,"Pivo"
16437,1181,"m","vut",False,"Jídlo"
16439,780,"m","fit",False,"Pivo"
16441,130,"m","fit",False,"Pivo"
16443,776,"m","fit",True,"Pivo"
16445,172,"m","fit",False,"Pivo"
16447,172,"m","fit",False,"Pivo"
16449,451,"m","fit",False,"Pivo"
16451,108,"m","vut",False,"Pivo"
16453,651,"m","unk",False,"Pivo"
16455,916,"m","fit",False,"Pivo"
16457,68,"m","fit",True,"Pivo"
16459,1151,"m","fit",False,"Pivo"
16461,1042,"m","fit",False,"Cider"
16461,1042,"m","fit",False,"Víno"
16463,1221,"m","vut",False,"Pivo"
16465,1188,"m","vut",False,"Pivo"
16467,926,"m","fit",True,"Nealko"
16467,926,"m","fit",True,"Nealko"
16467,926,"m","fit",True,"Nealko"
16469,1226,"m","fit",False,"Pivo"
16471,895,"m","fit",False,"Pivo"
16471,895,"m","fit",False,"Nealko"
16473,641,"m","fit",False,"Pivo"
16475,870,"m","fit",False,"Pivo"
16475,870,"m","fit",False,"Pivo"
16477,462,"m","fit",True,"Nealko"
16479,57,"m","fit",True,"Pivo"
16481,1201,"m","vut",False,"Pivo"
16484,1200,"m","vut",False,"Nealko"
16488,78,"f","fit",False,"Pivo"
16488,78,"f","fit",False,"Pivo"
16490,416,"m","vut",False,"Pivo"
16492,796,"m","fit",False,"Pivo"
16494,846,"m","fit",False,"Nealko"
16496,1172,"m","fit",False,"Nealko"
16498,142,"m","fit",False,"Pivo"
16498,142,"m","fit",False,"Pivo"
16500,868,"m","fit",False,"Pivo"
16502,877,"m","fit",False,"Pivo"
16504,610,"m","vut",False,"Pivo"
16506,638,"m","fit",False,"Pivo"
16508,352,"m","fit",True,"Pivo"
16510,274,"m","vut",False,"Pivo"
16512,1199,"m","vut",False,"Pivo"
16514,725,"m","vut",True,"Pivo"
16516,755,"m","vut",False,"Nealko"
16516,755,"m","vut",False,"Pivo"
16518,792,"m","fit",False,"Pivo"
16520,604,"m","vut",True,"Pivo"
16522,1181,"m","vut",False,"Pivo"
16524,776,"m","fit",True,"Nealko"
16526,632,"m","fit",False,"Pivo"
16529,937,"m","fit",True,"Pivo"
16531,755,"m","vut",False,"Pivo"
16532,604,"m","vut",True,"Nealko"
16534,648,"m","fit",False,"Pivo"
16536,1181,"m","vut",False,"Pivo"
16537,1223,"m","fit",False,"Pivo"
16540,617,"m","fit",True,"Pivo"
16542,633,"m","fit",False,"Pivo"
16546,1065,"m","vut",False,"Pivo"
16548,61,"m","fit",False,"Pivo"
16550,934,"m","fit",False,"Pivo"
16552,130,"m","fit",False,"Pivo"
16552,130,"m","fit",False,"Pivo"
16552,130,"m","fit",False,"Nealko"
16555,190,"m","fit",True,"Nealko"
16557,142,"m","fit",False,"Pivo"
16557,142,"m","fit",False,"Pivo"
16559,142,"m","fit",False,"Pivo"
16561,184,"f","fit",False,"Pivo"
16563,917,"m","fit",False,"Pivo"
16563,917,"m","fit",False,"Nealko"
16565,184,"f","fit",False,"Jídlo"
16567,68,"m","fit",True,"Pivo"
16567,68,"m","fit",True,"Pivo"
16571,617,"m","fit",True,"Pivo"
16573,1151,"m","fit",False,"Pivo"
16574,172,"m","fit",False,"Cider"
16574,172,"m","fit",False,"Jídlo"
16574,172,"m","fit",False,"Jídlo"
16576,353,"m","fit",False,"Pivo"
16578,274,"m","vut",False,"Pivo"
16579,766,"m","fit",False,"Pivo"
16583,1203,"m","vut",False,"Nealko"
16585,142,"m","fit",False,"Pivo"
16587,641,"m","fit",False,"Pivo"
16589,846,"m","fit",False,"Nealko"
16591,643,"f","fit",False,"Pivo"
16593,1172,"m","fit",False,"Pivo"
16595,1062,"m","fit",True,"Pivo"
16595,1062,"m","fit",True,"Nealko"
16599,617,"m","fit",True,"Pivo"
16601,1221,"m","vut",False,"Pivo"
16605,1226,"m","fit",False,"Pivo"
16607,937,"m","fit",True,"Pivo"
16608,31,"m","fit",True,"Jídlo"
16610,747,"m","fit",False,"Jídlo"
16612,651,"m","unk",False,"Pivo"
16615,725,"m","vut",True,"Cider"
16617,725,"m","vut",True,"Pivo"
16619,1199,"m","vut",False,"Pivo"
16619,1199,"m","vut",False,"Jídlo"
16621,416,"m","vut",False,"Pivo"
16623,604,"m","vut",True,"Pivo"
16625,694,"m","fit",False,"Jídlo"
16627,639,"m","fit",False,"Pivo"
16629,648,"m","fit",False,"Pivo"
16631,755,"m","vut",False,"Pivo"
16631,755,"m","vut",False,"Nealko"
16633,1154,"m","vut",False,"Pivo"
16635,1030,"m","fit",True,"Pivo"
16636,617,"m","fit",True,"Pivo"
16638,632,"m","fit",False,"Pivo"
16640,172,"m","fit",False,"Pivo"
16640,172,"m","fit",False,"Nealko"
16640,172,"m","fit",False,"Cider"
16640,172,"m","fit",False,"Jídlo"
16644,1065,"m","vut",False,"Pivo"
16646,617,"m","fit",True,"Nealko"
16647,617,"m","fit",True,"Cider"
16649,651,"m","unk",False,"Pivo"
16654,1181,"m","vut",False,"Pivo"
16656,617,"m","fit",True,"Pivo"
16658,1223,"m","fit",False,"Cider"
16660,1151,"m","fit",False,"Cider"
16660,1151,"m","fit",False,"Cider"
16660,1151,"m","fit",False,"Cider"
16662,130,"m","fit",False,"Cider"
16664,638,"m","fit",False,"Cider"
16666,604,"m","vut",True,"Cider"
16668,604,"m","vut",True,"Cider"
16671,422,"f","fit",True,"Jídlo"
16673,710,"m","fit",True,"Jídlo"
16675,710,"m","fit",True,"Nealko"
16676,462,"m","fit",True,"Nealko"
16678,811,"m","fit",True,"Nealko"
16680,811,"m","fit",True,"Nealko"
16681,811,"m","fit",True,"Jídlo"
16683,725,"m","vut",True,"Jídlo"
16683,725,"m","vut",True,"Nealko"
16686,725,"m","vut",True,"Jídlo"
16686,725,"m","vut",True,"Nealko"
16688,622,"m","fit",True,"Jídlo"
16690,622,"m","fit",True,"Jídlo"
16692,622,"m","fit",True,"Jídlo"
16694,622,"m","fit",True,"Jídlo"
16698,622,"m","fit",True,"Jídlo"
16700,31,"m","fit",True,"Jídlo"
16702,31,"m","fit",True,"Jídlo"
16705,937,"m","fit",True,"Cider"
16707,308,"m","fit",False,"Pivo"
16709,684,"m","fit",True,"Nealko"
16711,68,"m","fit",True,"Pivo"
16713,10,"m","fit",True,"Pivo"
16715,551,"m","fit",False,"Pivo"
16717,690,"f","unk",False,"Nealko"
16719,245,"m","fit",True,"Cider"
16721,725,"m","vut",True,"Pivo"
16724,758,"m","fit",False,"Pivo"
16726,776,"m","fit",True,"Pivo"
16728,551,"m","fit",False,"Pivo"
16730,1225,"m","fit",False,"Pivo"
16740,308,"m","fit",False,"Pivo"
16744,743,"m","fit",False,"Pivo"
16746,835,"m","fit",True,"Pivo"
16750,746,"m","fit",False,"Pivo"
16752,10,"m","fit",True,"Pivo"
16754,857,"m","fit",False,"Pivo"
16758,1048,"m","fit",False,"Nealko"
16762,68,"m","fit",True,"Pivo"
16764,776,"m","fit",True,"Pivo"
16766,743,"m","fit",False,"Pivo"
16766,743,"m","fit",False,"Jídlo"
16768,746,"m","fit",False,"Pivo"
16768,746,"m","fit",False,"Jídlo"
16770,758,"m","fit",False,"Víno"
16772,948,"m","fit",False,"Pivo"
16774,632,"m","fit",False,"Pivo"
16776,308,"m","fit",False,"Pivo"
16778,783,"m","fit",True,"Nealko"
16780,835,"m","fit",True,"Nealko"
16782,84,"m","fit",False,"Pivo"
16784,690,"f","unk",False,"Jídlo"
16786,422,"f","fit",True,"Cider"
16787,38,"m","fit",True,"Cider"
16787,38,"m","fit",True,"Cider"
16789,551,"m","fit",False,"Pivo"
16791,725,"m","vut",True,"Pivo"
16791,725,"m","vut",True,"Jídlo"
16793,245,"m","fit",True,"Cider"
16795,644,"m","fit",False,"Pivo"
16798,254,"m","fit",False,"Pivo"
16800,879,"m","vut",False,"Pivo"
16802,1043,"m","fit",False,"Pivo"
16804,1078,"m","fit",False,"Pivo"
16806,894,"m","fit",False,"Pivo"
16808,604,"m","vut",True,"Pivo"
16812,632,"m","fit",False,"Nealko"
16814,94,"m","fit",True,"Pivo"
16816,859,"m","fit",False,"Pivo"
16819,926,"m","fit",True,"Nealko"
16821,84,"m","fit",False,"Pivo"
16823,10,"m","fit",True,"Pivo"
16825,804,"m","fit",False,"Pivo"
16825,804,"m","fit",False,"Cider"
16827,948,"m","fit",False,"Cider"
16831,651,"m","unk",False,"Pivo"
16833,68,"m","fit",True,"Pivo"
16835,31,"m","fit",True,"Pivo"
16837,1048,"m","fit",False,"Cider"
16839,776,"m","fit",True,"Jídlo"
16841,1043,"m","fit",False,"Pivo"
16843,504,"m","vut",False,"Cider"
16845,664,"f","fit",True,"Nealko"
16847,438,"m","fit",True,"Nealko"
16849,482,"m","fit",False,"Pivo"
16851,895,"m","fit",False,"Pivo"
16851,895,"m","fit",False,"Cider"
16853,1028,"m","vut",True,"Nealko"
16855,857,"m","fit",False,"Pivo"
16857,835,"m","fit",True,"Nealko"
16859,804,"m","fit",False,"Nealko"
16861,926,"m","fit",True,"Nealko"
16863,632,"m","fit",False,"Pivo"
16865,854,"m","fit",False,"Pivo"
16867,254,"m","fit",False,"Pivo"
16869,948,"m","fit",False,"Cider"
16871,894,"m","fit",False,"Cider"
16873,1043,"m","fit",False,"Pivo"
16873,1043,"m","fit",False,"Nealko"
16875,901,"f","fit",False,"Pivo"
16875,901,"f","fit",False,"Pivo"
16877,901,"f","fit",False,"Víno"
16879,777,"m","fit",False,"Pivo"
16879,777,"m","fit",False,"Cider"
16881,72,"m","fit",False,"Pivo"
16883,604,"m","vut",True,"Pivo"
16885,894,"m","fit",False,"Cider"
16885,894,"m","fit",False,"Pivo"
16887,304,"m","fit",False,"Pivo"
16887,304,"m","fit",False,"Pivo"
16889,1044,"f","fit",False,"Pivo"
16891,417,"m","fit",False,"Pivo"
16893,1225,"m","fit",False,"Pivo"
16895,743,"m","fit",False,"Pivo"
16895,743,"m","fit",False,"Jídlo"
16897,746,"m","fit",False,"Pivo"
16899,308,"m","fit",False,"Pivo"
16901,747,"m","fit",False,"Nealko"
16903,644,"m","fit",False,"Pivo"
16903,644,"m","fit",False,"Pivo"
16905,879,"m","vut",False,"Pivo"
16905,879,"m","vut",False,"Jídlo"
16907,1043,"m","fit",False,"Pivo"
16908,725,"m","vut",True,"Pivo"
16910,696,"f","fit",False,"Nealko"
16912,1028,"m","vut",True,"Nealko"
16914,1078,"m","fit",False,"Pivo"
16914,1078,"m","fit",False,"Pivo"
16914,1078,"m","fit",False,"Jídlo"
16916,651,"m","unk",False,"Pivo"
16918,854,"m","fit",False,"Pivo"
16920,406,"m","fit",False,"Nealko"
16922,725,"m","vut",True,"Pivo"
16922,725,"m","vut",True,"Pivo"
16924,1143,"f","fit",False,"Pivo"
16929,789,"f","fit",False,"Pivo"
16931,84,"m","fit",False,"Pivo"
16933,857,"m","fit",False,"Pivo"
16935,422,"f","fit",True,"Cider"
16938,245,"m","fit",True,"Cider"
16940,784,"m","fit",False,"Víno"
16942,72,"m","fit",False,"Pivo"
16944,948,"m","fit",False,"Cider"
16944,948,"m","fit",False,"Nealko"
16946,482,"m","fit",False,"Pivo"
16948,68,"m","fit",True,"Pivo"
16948,68,"m","fit",True,"Pivo"
16950,725,"m","vut",True,"Pivo"
16952,1048,"m","fit",False,"Cider"
16952,1048,"m","fit",False,"Nealko"
16954,244,"f","fit",False,"Nealko"
16954,244,"f","fit",False,"Pivo"
16958,859,"m","fit",False,"Pivo"
16960,632,"m","fit",False,"Nealko"
16962,725,"m","vut",True,"Pivo"
16964,1043,"m","fit",False,"Pivo"
16964,1043,"m","fit",False,"Nealko"
16966,649,"m","fit",False,"Pivo"
16968,304,"m","fit",False,"Pivo"
16968,304,"m","fit",False,"Pivo"
16972,145,"m","vut",True,"Pivo"
16976,894,"m","fit",False,"Pivo"
16978,1044,"f","fit",False,"Pivo"
16980,879,"m","vut",False,"Pivo"
16982,895,"m","fit",False,"Pivo"
16984,604,"m","vut",True,"Pivo"
16986,417,"m","fit",False,"Pivo"
16988,7,"m","fit",True,"Pivo"
16990,857,"m","fit",False,"Pivo"
16992,901,"f","fit",False,"Pivo"
16994,649,"m","fit",False,"Pivo"
16996,873,"m","fit",False,"Pivo"
16996,873,"m","fit",False,"Cider"
16998,604,"m","vut",True,"Cider"
17000,1078,"m","fit",False,"Pivo"
17000,1078,"m","fit",False,"Pivo"
17000,1078,"m","fit",False,"Jídlo"
17000,1078,"m","fit",False,"Jídlo"
17003,948,"m","fit",False,"Cider"
17005,776,"m","fit",True,"Nealko"
17007,804,"m","fit",False,"Nealko"
17009,254,"m","fit",False,"Pivo"
17011,308,"m","fit",False,"Pivo"
17013,758,"m","fit",False,"Jídlo"
17015,684,"m","fit",True,"Nealko"
17017,1223,"m","fit",False,"Pivo"
17018,94,"m","fit",True,"Pivo"
17020,632,"m","fit",False,"Nealko"
17020,632,"m","fit",False,"Pivo"
17022,42,"f","fit",True,"Nealko"
17024,777,"m","fit",False,"Pivo"
17026,783,"m","fit",True,"Nealko"
17028,926,"m","fit",True,"Nealko"
